NEGATIVE #	SUBJECT	LOCATION	COUNTY	STATE	COUNTRY	MONTH	DAY	YEAR	PHOTOGRAPHER	GLASS PLATE	CELLULOID	SAFETY FILM	SIZE	BLACK & WHITE	COLOR	4X5 COPY NEGATIVE	35MM SLIDE	PRINT ON FILE	COMMENTS1	COMMENTS2	PUBLISHED
1060-00	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) Truck driver; David Berman	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1061-01	Unloading the Germain Collection at Carnegie Museum. (Left to right) David Berman; Norman Wuerthele; Albert Kollar	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1061-02	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) David Berman; Norman Wuerthele; Albert Kollar; wife of truck driver	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1061-03	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) truck driver; David Berman; Albert Kollar; Norman Wuerthele; wife of truck driver	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1061-04	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) David Berman; Norman Wuerthele; Albert Kollar; truck driver	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1062-05	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) David Berman; Albert Kollar; Norman Wuerthele; truck driver	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1062-06	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) David Berman; truck driver; Albert Kollar; Norman Wuerthele	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1062-07	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) Albert Kollar; truck driver	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1062-08	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) truck driver; Norman Wuerthele; Albert Kollar	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1063-09	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) John Carter; Norman Wuerthele; truck driver; Albert Kollar	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1063-10	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) Norman Wuerthele; truck driver (blur); Albert Kollar	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1063-11	Germain Collection. Unloading the Germain Collection at Carnegie Museum. (Left to right) truck driver; Norman Wuerthele; Albert Kollar	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1063-12	Germain Collection. Norman Wuerthele unpacking the Germain Collection in the Preparation Lab	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1064-13	Germain Collection. Norman Wuerthele unpacking the Germain Collection in the Preparation Lab	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	8	21	1987	David S Berman												
1065-18	Richard K. Stucky in Paleontology Office	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1065-19	Richard K Stucky in Paleontology Office	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1065-20	Leonard Krishtalka	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1066-24	During construction of Benedum Hall of Geology. Mary Dawson on crutches; Kenneth Carpenter with his back to camera; rest are construction workers	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1066-24a	During construction of Benedum Hall of Geology	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1067	Kenneth Carpenter peering through the pelvis of the mastodon he is assembling	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1068-22	Kenneth Carpenter beginning reconstructing of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1068-23	Kenneth Carpenter beginning reconstructing of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Leonard Krishtalka												
1069-04	Preparation for mounting of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Norman Wuerthele												
1069-05	Preparation for mounting of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Norman Wuerthele												
1069-06	Preparation for mounting of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Norman Wuerthele												
1070-07	Preparation for mounting of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Norman Wuerthele												
1070-08	Preparation for mounting of mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4		1988	Norman Wuerthele												
1070-09	Creation of Egyptian Hall figure by Patrick Martin	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1070-10	Creation of Egyptian Hall figure by Patrick Martin	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1071-11	Creation of Egyptian Hall figure by Patrick Martin	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1071-12	Kenneth Carpenter working on mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1071-13	Kenneth Carpenter working on mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1071-14	Kenneth Carpenter working on mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1072-15	Kenneth Carpenter working on mastodon	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1072-16	Attempt at moving Coelophysis block out of Preparation Laboratory	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1072-17	Attempt at moving Coelophysis block out of Preparation Laboratory	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1072-18	Attempt at moving Coelophysis block out of Preparation Laboratory	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1073-19	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1073-20	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1073-21	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1073-22	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1074-23	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1074-24	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1074-25	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1074-26	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1075-27	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1075-28	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1075-29	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1075-30	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1076-31	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1076-32	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1076-33	Mounting of mastodon by Kenneth Carpenter	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1076-34	Egyptian Hall figure in progress	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1077-35	Egyptian Hall figure in progress	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1077-36	Egyptian Hall figure in progress	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1077-36a	Egyptian Hall figure in progress	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA	4-5		1988	Norman Wuerthele												
1078-15	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Carnegie Institute President Dr Robert Wilburn in center in teal-colored shirt; John Wells, Director of the Denver Museum at extreme right; others are from Denver Museum		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka									Y			
1078-16	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Carnegie Institute Trustee Jerry Voros in center in white shirt; CMNH Director Jim King in plaid shirt & cap; Robert Wilburn in teal-colored shirt; & John Wells at extreme right; others are from Denver.		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1078-17	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Jim King in plaid shirt; his wife; Frances King; in striped shirt; Robert Wilburn in teal-colored shirt; Jerry Voros between Wilburn and John Wells at extreme right; others are from Denver Museum		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1078-18	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; three at left from Denver Museum; Jim King in plaid shirt; Fran King in striped shirt; Bob Wilburn in teal shirt; Jerry Voros at extreme right		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1079-19	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Bob Wilburn second from left in teal shirt; Fran King second from right in striped shirt; Jerry Voros on extreme right		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1079-20	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Richard Stucky of Denver Museum in beard & navy blue kneeling showing fossil; Fran King approaching in background		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1079-21	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Bob Wilburn kneeling at left; Jerry Voros bent over; Richard Stucky right foreground		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1079-22	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Richard Stucky walking		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1080-23	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Bob Wilburn extreme left; Richard Stucky with white shoes		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1080-24	Trip to Sullivan Ranch Locality (CM 34) in Wyoming		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1080-25	Trip to Sullivan Ranch Locality (CM 34) in Wyoming; Fran & Jim King walking		Natrona	Wyoming	USA	9		1990	Leonard Krishtalka												
1081	Mary Dawson, seated, in Arctic			N.W.T.	Canada				Clifford Morrow							Y	Y	Y	Copied from 35mm color slide.		
1082	Portrait of William Jacob Holland	Pittsburgh	Allegheny	Pennsylvania	USA				W O Breckon Studios							Y		Y	Copy of original print purchased by Section for $10 from Schoyer's Books (rare book dealers); inscribed: "To the Hon J Ralph Park with the kind regards of his old friend W J Holland". Taken during time Pittsburgh was spelled without the 'h'.		
1083	Mary R Dawson with petrified wood stump	Bay Fiord, Ellesmere Island		N.W.T.	Canada				Clifford Morrow (probably)									Y	Where is print?		
1084	New York World Sunday magazine newspaper page from November 1898																		Copied from Carnegie's Dinosaurs book which was printed from a copy of a Coggeshall original		
1085	Big & Little Bone Rooms & part of Second Floor offices	Carnegie Museum; Pittsburgh	Allegheny	Pennsylvania	USA			1990	Melinda McNaugher									Y	Made for 1990 grant proposal to NSF for compactors (proposal rejected)		
1086	Carnegie Museum & AMNH field crews at Camp Carnegie. L-R Standing: W Matthew, Richard Lull, Henry F Osborn, W J Holland, unknown, J A Wortman, William Reed; Sitting: Walter Granger, George Mellor, Ira Shallenberger, Arthur Coggeshall.	Sheep Creek	Albany	Wyoming	USA	8	8	1899	George Bird Grinnell							Y		Y	See letter to Dunbar by George W & Dorothy Reed Patterson; March 16; 1955; in J L Kay file under `P'		
1087	Setting up the backbone of cast of Diplodocus carnegii in the British Museum; W J Holland extreme left	Kensington		England	U.K.			1905								Y		Y			
1088	Setting up cast of Diplodocus carnegii in the British Museum W J Holland in top hat; Arthur Coggeshall seated on left front corner of base	Kensington		England	U.K.			1905								Y		Y			
1089	Cast of Diplodocus carnegii in the British Museum; Arthur Coggeshall on right	Kensington		England	U.K.			1905								Y			Same picture as 964.		
1090	Setting up the third cast of Diplodocus carnegii at the Paris Museum. W J Holland (far left) is shown with Arthur Coggeshall (third from left; wearing apron) overseeing the installation at the National Museum, Jardin des Plantes.	Paris			France	6		1908								Y		Y			
1091	Setting up the second cast of Diplodocus carnegii at the Humboldt Museum (Royal Museum of Natural History). W J Holland (far left; on floor) and Arthur Coggeshall (lower right; in apron) overseeing the installation	Berlin			Germany	5-6		1908								Y		Y			
1092	Setting up the second cast of Diplodocus carnegii at the Humboldt Museum (Royal Museum of Natural History). W J Holland (far left) and Arthur Coggeshall (lower right) overseeing the installation	Berlin			Germany	5-6		1908								Y		Y			
1093	Staff of the Section of Vertebrate Paleontology. Front Row, L-R: Earl Douglass, A S Coggeshall, J B Hatcher, O A Peterson, W H Utterback; Back Row, L-R: A W Van Kirk, L S Coggeshall, Norman Boss, Sydney Prentice, C W Gilmore.	Pittsburgh	Allegheny	Pennsylvania	USA	3	20	1903								Y		Y			
1094																					
1095	Earl Douglass portrait; taken around the time Douglass began working for the Museum															Y		Y			
1096	Construction of the addition to the original Carnegie Library building (background) and of the Bellefield Boiler Plant (foreground)	Pittsburgh	Allegheny	Pennsylvania	USA			1907	Serafino I Agostini	Y			5x7	Y		Y		Y	In front of the power house beside the tripod derrick there is a steam driven cement mixer; just to the right of the power house is an incline that was used to haul stone and other materials to the top level; off the top right hand corner of the roof of	the power house the incline can be seen beside the tree and to the left of the Coca-Cola sign. Negative donated to Section by granddaughter of Serafino Agostini, Mrs. Edythe Corbett, 407 Elizabeth St., Munhall, PA 15120 (phone 462-8565).	
1097	Apatosaurus skull on mounted specimen (modeled)	Pittsburgh	Allegheny	Pennsylvania	USA			1979	Vincent Abromitis									Y			
1098	Camarasaurus skull on exhibit	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1099	Camarasaurus skull on exhibit	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis							Y					
1100	Railroad tracks and home-made mine car at Carnegie Quarry showing a cut through rock; Ainge and Schuler	Dinosaur National Monument		Utah	USA			1912-1914	Earl Douglass							Y	Y	Y	Copy of CM photo 2420		
1101	J A Kay and Joe Ainge with Billy and Joe, Carnegie Museum's team of mules, moving block to loading station	Dinosaur National Monument		Utah	USA			1912-1914	Earl Douglass							Y		Y	Copy of CM photo 2410		
1102	Dr W J Holland sitting on base of Diplodocus cast bound for British Museum; taken in old Exposition Building, Pittsburgh's Point.	Pittsburgh	Allegheny	Pennsylvania	USA	6		1904								Y		Y			
1103	Schuler tipping dump cart	Dinosaur National Monument		Utah	USA			1911	O A Peterson							Y		Y			
1104	Erecting Diplodocus carnegii cast in Paris Museum. Dr Holland (far left) is shown with Arthur Coggeshall (second from left; wearing apron) overseeing the installation of the third cast of the dinosaur in June 1908	Galerie de Paleontologie; Museum d'Histoire Naturelle; Jardin des Plantes, Paris			France	6		1908								Y		Y			
1105	Erecting Diplodocus carnegii cast in Paris Museum. Arthur Coggeshall (second from left); Dr Holland (third from left); and Professor Marcellin Boule, Director of the Paris Museum and Curator of Vertebrate Paleontology.	Galerie de Paleontologie; Museum d'Histoire Naturelle; Jardin des Plantes, Paris			France	6		1908								Y		Y			
1106	Cast of Diplodocus carnegii in the British Museum; Arthur Coggeshall on right	Kensington		England	U.K.			1905								Y		Y			
1107	Construction of the addition to the original Carnegie Library building: digging the foundation; Mawhinney Street in background	Pittsburgh	Allegheny	Pennsylvania	USA			1907	Serafino I Agostini							Y		Y	Original print donated to Section by granddaughter of Serafino Agostini; Mrs Edythe Corbett; 407 Elizabeth Street; Munhall; PA 15120; (phone) 462-8565		
1108	Construction of the addition to the original Carnegie Library building: digging the foundation	Pittsburgh	Allegheny	Pennsylvania	USA			1907	Serafino I Agostini							Y		Y	Original print donated to Section by granddaughter of Serafino Agostini; Mrs Edythe Corbett; 407 Elizabeth Street; Munhall; PA 15120; (phone) 462-8565		
1109	Dinosaur Hall showing Diplodocus and Apatosaurus with wrong skull on Apatosaurus	Pittsburgh	Allegheny	Pennsylvania	USA											Y		Y			
1110	Sydney Prentice at work.				USA											Y			Original print provided by M. Graham Netting.		
1111	Very early picture of Dinosaur Hall showing Diplodocus carnegii with guard.	Pittsburgh	Allegheny	Pennsylvania	USA													Y			
1112	Early picture of Dinosaur Hall showing Diplodocus carnegii and a headless Apatosaurus louisae.	Pittsburgh	Allegheny	Pennsylvania	USA													Y			
1113	Dinosaur Hall showing Diplodocus carnegii and Apatosaurus louisae with the wrong (Camarasaurus) head.	Pittsburgh	Allegheny	Pennsylvania	USA													Y			
1114	Dinosaur Hall showing Apatosaurus louisae with the correct head.	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis									Y			
1115	Dinosaur Hall showing Diplodocus carnegii	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1116	Camarasaurus lentus mounted juvenile	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1117	Diplodocus skull, mounted on pipe	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1118	Diplodocus skull, mounted on pipe	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1119	Diplodocus skull with atlas/axis	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1120	Norman Wuerthele and Patrick Martin mounting correct skull on Apatosaurus louisae.	Pittsburgh	Allegheny	Pennsylvania	USA			1979	Vincent Abromitis									Y			
1121	Second news clipping from Andrew Carnegie about Wyoming dinosaur.				USA	12		1898				Y	4x5	Y				Y	Photographed from original clipping for 1985 'Mr. Carnegie's Museum' exhibit celebrating his 150th birthday. Contact print.		
1122	Dryosaurus altus mounted specimen	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis												
1123	Dryosaurus altus, head and neck of mounted specimen	Pittsburgh	Allegheny	Pennsylvania	USA				Vincent Abromitis									Y			
1124	Modern work at Agate Fossils Beds National Monument.	Agate Fossil Beds National Monument	Sioux	Nebraska	USA													Y	Photograph used in exhibit mounted in the latter half of the 1970s. Contact print.		
1125	Very early broad view of Dinosaur Hall with Diplodocus carnegii, Triceratops skull in case, etc.	Pittsburgh	Allegheny	Pennsylvania	USA													Y			
1126	Allosaurus fragilis on exhibit.	Pittsburgh	Allegheny	Pennsylvania	USA							Y	4x5	Y					Looks like a photograph of a photograph.		
1127	Apatosaurus louisae on exhibit, with wrong head.	Pittsburgh	Allegheny	Pennsylvania	USA							Y	4x5	Y					Looks like a photograph of a photograph.		
1128	Craig C. Black, portrait.											Y	4x5	Y				Y	Internegative.		
1129	Diplodocus in Mexico. L-R: Louis Coggeshall, Carlos C. Hoffman, William J. Holland, Isaac Ochoterena (Director of the museum in Mexico City). Taken at time of erection of Diplodocus carnegii in Mexico. Computer-scanned from original print.	Chapultepec, Mexico City			Mexico	05		1930					4x5	Y		Y		Y			
1130	Charles Gilmore, portrait													Y					Photograph found on desk of Elizabeth Hill, June 12, 2013		
1131	O. A. Peterson, portrait																		Photograph found on desk of Elizabeth Hill, June 12, 2013		
